2025-07-16 21:47:21.344 | INFO     | uvicorn.server:_serve:84 - Started server process [1607]
2025-07-16 21:47:21.344 | INFO     | uvicorn.lifespan.on:startup:48 - Waiting for application startup.
2025-07-16 21:47:21.673 | INFO     | uvicorn.lifespan.on:startup:62 - Application startup complete.
2025-07-16 21:47:21.776 | INFO     | uvicorn.server:_log_started_message:216 - Uvicorn running on http://0.0.0.0:12332 (Press CTRL+C to quit)
2025-07-16 21:47:23.788 | INFO     | uvicorn.protocols.http.h11_impl:send:473 - 127.0.0.1:54452 - "GET / HTTP/1.1" 200
2025-07-16 21:47:23.810 | DEBUG    | server.server:process_one_code_with_repl_fast:213 - [1234] Processing code: {"custom_id": "1234", "proof_header": "", "proof_body": "#check Nat", "timeout": 30}
2025-07-16 21:47:25.329 | INFO     | uvicorn.protocols.http.h11_impl:send:473 - 127.0.0.1:54464 - "POST /verify HTTP/1.1" 200
2025-07-16 21:47:27.111 | INFO     | uvicorn.protocols.http.h11_impl:send:473 - 127.0.0.1:54476 - "GET / HTTP/1.1" 200
2025-07-16 21:47:27.474 | DEBUG    | server.server:process_one_code_with_repl_fast:213 - [lean_workbook_plus_10394] Processing code: {"custom_id": "lean_workbook_plus_10394", "proof_header": "import Mathlib\nimport Aesop", "proof_body": "set_option maxHeartbeats 0\n\nopen BigOperators Real Nat Topology Rat\n\n\n\ntheorem lean_workbook_plus_10394 (a b : \u211d) : a^2 + b^2 \u2265 (a + b)^2 / 2   :=  by\n  \n  have h\u2080 : (a - b)^2 \u2265 0 := by nlinarith\n  linarith\n  <;> nlinarith", "timeout": 30}
2025-07-16 21:47:27.597 | DEBUG    | server.server:process_one_code_with_repl_fast:213 - [lean_workbook_plus_10229] Processing code: {"custom_id": "lean_workbook_plus_10229", "proof_header": "import Mathlib\nimport Aesop", "proof_body": "set_option maxHeartbeats 0\n\nopen BigOperators Real Nat Topology Rat\n\n\n\ntheorem lean_workbook_plus_10229 (a b c d e : \u211d) (ha : 0 < a) (hb : 0 < b) (hc : 0 < c) (hd : 0 < d) (he : 0 < e) : 4 * (a ^ 2 + b ^ 2 + c ^ 2 + d ^ 2 + e ^ 2) \u2265 2 * (a * b + a * c + b * c + b * d + c * d + c * e + d * e + d * a + e * a + e * b)   :=  by\n  \n  linarith [sq_nonneg (a - b), sq_nonneg (a - c), sq_nonneg (a - d), sq_nonneg (a - e),\n    sq_nonneg (b - c), sq_nonneg (b - d), sq_nonneg (b - e), sq_nonneg (c - d),\n    sq_nonneg (c - e), sq_nonneg (d - e)]", "timeout": 30}
2025-07-16 21:47:27.647 | DEBUG    | server.server:process_one_code_with_repl_fast:213 - [lean_workbook_plus_10079] Processing code: {"custom_id": "lean_workbook_plus_10079", "proof_header": "import Mathlib\nimport Aesop", "proof_body": "set_option maxHeartbeats 0\n\nopen BigOperators Real Nat Topology Rat\n\n\n\ntheorem lean_workbook_plus_10079 (x : \u211d) : 1 / Real.sqrt 10 = Real.sqrt 10 / 10   :=  by\n  \n  field_simp [Real.sqrt_ne_zero]\n  <;> ring_nf\n  <;> norm_num [Real.sqrt_eq_zero]\n  <;> norm_num [Real.sqrt_eq_zero]\n  <;> norm_num [Real.sqrt_eq_zero]\n  <;> norm_num [Real.sqrt_eq_zero]", "timeout": 30}
2025-07-16 21:47:27.704 | DEBUG    | server.server:process_one_code_with_repl_fast:213 - [lean_workbook_plus_10305] Processing code: {"custom_id": "lean_workbook_plus_10305", "proof_header": "import Mathlib\nimport Aesop", "proof_body": "set_option maxHeartbeats 0\n\nopen BigOperators Real Nat Topology Rat\n\n\n\ntheorem lean_workbook_plus_10305 (f : \u211d \u2192 \u211d) (hf: f = fun x \u21a6 x) : \u2200 x y, f (x + y - f (x*y)) = f (1 - x) * f y + f x   :=  by\n  \n  intro x y\n  simp only [hf]\n  ring", "timeout": 30}
2025-07-16 21:47:27.760 | DEBUG    | server.server:process_one_code_with_repl_fast:213 - [lean_workbook_plus_10183] Processing code: {"custom_id": "lean_workbook_plus_10183", "proof_header": "import Mathlib\nimport Aesop", "proof_body": "set_option maxHeartbeats 0\n\nopen BigOperators Real Nat Topology Rat\n\n\n\ntheorem lean_workbook_plus_10183 : \u2200 y : \u2124, y % 4 = 3 \u2192 (y^3 + 27) % 4 = 2   :=  by\n  \n  intro y h\n  rw [pow_three]\n  norm_num [Int.add_emod, Int.mul_emod, h, Int.emod_emod]\n  <;> ring_nf\n  <;> omega", "timeout": 30}
2025-07-16 21:47:27.825 | DEBUG    | server.server:process_one_code_with_repl_fast:213 - [lean_workbook_plus_10076] Processing code: {"custom_id": "lean_workbook_plus_10076", "proof_header": "import Mathlib\nimport Aesop", "proof_body": "set_option maxHeartbeats 0\n\nopen BigOperators Real Nat Topology Rat\n\n\n\ntheorem lean_workbook_plus_10076 (x : \u211d) (hx : 0 < x) : x ^ 6 + 2 - (x ^ 3 + x ^ 2 + x) \u2265 0   :=  by\n  \n  nlinarith [sq_nonneg (x ^ 3 - 1), sq_nonneg (x ^ 2 - 1), sq_nonneg (x - 1),\n    sq_nonneg (x ^ 2 - x), sq_nonneg (x ^ 3 - x), sq_nonneg (x ^ 2 - 2 * x),\n    sq_nonneg (x - 2 * x), sq_nonneg (x ^ 3 - 2 * x), sq_nonneg (x ^ 2 - 3 * x),\n    sq_nonneg (x - 3 * x), sq_nonneg (x ^ 3 - 3 * x)]", "timeout": 30}
